"DateTime","Players","Average Players"
"2016-03-02 00:00:00",18,
"2016-03-03 00:00:00",17,
"2016-03-04 00:00:00",16,
"2016-03-05 00:00:00",9,
"2016-03-06 00:00:00",3,
"2016-03-07 00:00:00",17,
"2016-03-08 00:00:00",17,
"2016-03-09 00:00:00",17,
"2016-03-10 00:00:00",15,
"2016-03-11 00:00:00",18,
"2016-03-12 00:00:00",7,
"2016-03-13 00:00:00",3,
"2016-03-14 00:00:00",15,
"2016-03-15 00:00:00",16,
"2016-03-16 00:00:00",16,
"2016-03-17 00:00:00",15,
"2016-03-18 00:00:00",17,
"2016-03-19 00:00:00",13,
"2016-03-20 00:00:00",13,
"2016-03-21 00:00:00",21,
"2016-03-22 00:00:00",30,
"2016-03-23 00:00:00",65,
"2016-03-24 00:00:00",65,
"2016-03-25 00:00:00",67,
"2016-03-26 00:00:00",62,
"2016-03-27 00:00:00",58,
"2016-03-28 00:00:00",60,
"2016-03-29 00:00:00",62,
"2016-03-30 00:00:00",58,
"2016-03-31 00:00:00",50,
"2016-04-01 00:00:00",50,
"2016-04-02 00:00:00",58,
"2016-04-03 00:00:00",56,
"2016-04-04 00:00:00",55,
"2016-04-05 00:00:00",75,
"2016-04-06 00:00:00",63,
"2016-04-07 00:00:00",64,
"2016-04-08 00:00:00",63,
"2016-04-09 00:00:00",72,
"2016-04-10 00:00:00",62,
"2016-04-11 00:00:00",65,
"2016-04-12 00:00:00",128347,
"2016-04-13 00:00:00",120124,
"2016-04-14 00:00:00",115785,
"2016-04-15 00:00:00",113055,
"2016-04-16 00:00:00",126665,
"2016-04-17 00:00:00",129975,
"2016-04-18 00:00:00",109379,
"2016-04-19 00:00:00",97675,
"2016-04-20 00:00:00",89988,
"2016-04-21 00:00:00",87288,
"2016-04-22 00:00:00",84149,
"2016-04-23 00:00:00",98707,
"2016-04-24 00:00:00",99693,
"2016-04-25 00:00:00",83547,
"2016-04-26 00:00:00",71156,
"2016-04-27 00:00:00",65374,
"2016-04-28 00:00:00",64134,
"2016-04-29 00:00:00",65070,
"2016-04-30 00:00:00",74359,
"2016-05-01 00:00:00",78661,
"2016-05-02 00:00:00",65187,
"2016-05-03 00:00:00",51520,
"2016-05-04 00:00:00",49645,
"2016-05-05 00:00:00",46714,
"2016-05-06 00:00:00",43344,
"2016-05-07 00:00:00",51417,
"2016-05-08 00:00:00",50476,
"2016-05-09 00:00:00",41843,
"2016-05-10 00:00:00",40097,
"2016-05-11 00:00:00",39308,
"2016-05-12 00:00:00",37838,
"2016-05-13 00:00:00",36218,
"2016-05-14 00:00:00",43959,
"2016-05-15 00:00:00",45028,
"2016-05-16 00:00:00",39978,
"2016-05-17 00:00:00",32472,
"2016-05-18 00:00:00",30739,
"2016-05-19 00:00:00",29675,
"2016-05-20 00:00:00",30271,
"2016-05-21 00:00:00",34914,
"2016-05-22 00:00:00",34807,
"2016-05-23 00:00:00",28838,
"2016-05-24 00:00:00",23532,
"2016-05-25 00:00:00",21453,
"2016-05-26 00:00:00",20909,
"2016-05-27 00:00:00",20962,
"2016-05-28 00:00:00",23597,
"2016-05-29 00:00:00",23466,
"2016-05-30 00:00:00",21406,
"2016-05-31 00:00:00",18275,
"2016-06-01 00:00:00",16119,
"2016-06-02 00:00:00",15804,
"2016-06-03 00:00:00",15933,
"2016-06-04 00:00:00",18589,
"2016-06-05 00:00:00",18736,
"2016-06-06 00:00:00",15604,
"2016-06-07 00:00:00",14138,
"2016-06-08 00:00:00",13587,
"2016-06-09 00:00:00",13732,
"2016-06-10 00:00:00",12947,
"2016-06-11 00:00:00",15390,
"2016-06-12 00:00:00",15679,
"2016-06-13 00:00:00",12801,
"2016-06-14 00:00:00",11777,
"2016-06-15 00:00:00",11401,
"2016-06-16 00:00:00",11116,
"2016-06-17 00:00:00",11444,
"2016-06-18 00:00:00",13051,
"2016-06-19 00:00:00",12804,
"2016-06-20 00:00:00",10814,
"2016-06-21 00:00:00",10596,
"2016-06-22 00:00:00",10028,
"2016-06-23 00:00:00",9330,
"2016-06-24 00:00:00",10055,
"2016-06-25 00:00:00",11802,
"2016-06-26 00:00:00",12595,
"2016-06-27 00:00:00",10521,
"2016-06-28 00:00:00",10607,
"2016-06-29 00:00:00",10042,
"2016-06-30 00:00:00",9660,
"2016-07-01 00:00:00",10431,
"2016-07-02 00:00:00",11659,
"2016-07-03 00:00:00",12203,
"2016-07-04 00:00:00",12276,
"2016-07-05 00:00:00",10749,
"2016-07-06 00:00:00",9794,
"2016-07-07 00:00:00",9428,
"2016-07-08 00:00:00",9456,
"2016-07-09 00:00:00",10493,
"2016-07-10 00:00:00",10528,
"2016-07-11 00:00:00",9194,
"2016-07-12 00:00:00",8940,
"2016-07-13 00:00:00",8617,
"2016-07-14 00:00:00",8150,
"2016-07-15 00:00:00",7909,
"2016-07-16 00:00:00",8826,
"2016-07-17 00:00:00",9441,
"2016-07-18 00:00:00",8286,
"2016-07-19 00:00:00",7411,
"2016-07-20 00:00:00",7112,
"2016-07-21 00:00:00",7009,
"2016-07-22 00:00:00",6966,
"2016-07-23 00:00:00",8115,
"2016-07-24 00:00:00",8096,
"2016-07-25 00:00:00",7111,
"2016-07-26 00:00:00",6718,
"2016-07-27 00:00:00",6829,
"2016-07-28 00:00:00",6635,
"2016-07-29 00:00:00",6712,
"2016-07-30 00:00:00",7505,
"2016-07-31 00:00:00",7915,
"2016-08-01 00:00:00",7005,
"2016-08-02 00:00:00",6744,
"2016-08-03 00:00:00",6466,
"2016-08-04 00:00:00",6438,
"2016-08-05 00:00:00",6366,
"2016-08-06 00:00:00",7401,
"2016-08-07 00:00:00",7599,
"2016-08-08 00:00:00",6740,
"2016-08-09 00:00:00",6508,
"2016-08-10 00:00:00",6139,
"2016-08-11 00:00:00",6221,
"2016-08-12 00:00:00",6280,
"2016-08-13 00:00:00",6711,
"2016-08-14 00:00:00",7235,
"2016-08-15 00:00:00",6342,
"2016-08-16 00:00:00",6003,
"2016-08-17 00:00:00",6206,
"2016-08-18 00:00:00",6057,
"2016-08-19 00:00:00",6113,
"2016-08-20 00:00:00",7214,
"2016-08-21 00:00:00",7575,
"2016-08-22 00:00:00",6544,
"2016-08-23 00:00:00",6179,
"2016-08-24 00:00:00",7319,
"2016-08-25 00:00:00",8413,
"2016-08-26 00:00:00",9455,
"2016-08-27 00:00:00",11150,
"2016-08-28 00:00:00",11354,
"2016-08-29 00:00:00",9311,
"2016-08-30 00:00:00",8232,
"2016-08-31 00:00:00",7596,
"2016-09-01 00:00:00",7122,
"2016-09-02 00:00:00",7703,
"2016-09-03 00:00:00",9147,
"2016-09-04 00:00:00",9174,
"2016-09-05 00:00:00",8361,
"2016-09-06 00:00:00",6984,
"2016-09-07 00:00:00",6758,
"2016-09-08 00:00:00",6514,
"2016-09-09 00:00:00",7381,
"2016-09-10 00:00:00",9028,
"2016-09-11 00:00:00",8962,
"2016-09-12 00:00:00",6839,
"2016-09-13 00:00:00",6743,
"2016-09-14 00:00:00",6636,
"2016-09-15 00:00:00",6713,
"2016-09-16 00:00:00",7246,
"2016-09-17 00:00:00",9053,
"2016-09-18 00:00:00",9419,
"2016-09-19 00:00:00",7341,
"2016-09-20 00:00:00",7055,
"2016-09-21 00:00:00",7012,
"2016-09-22 00:00:00",6975,
"2016-09-23 00:00:00",7831,
"2016-09-24 00:00:00",9594,
"2016-09-25 00:00:00",9687,
"2016-09-26 00:00:00",7437,
"2016-09-27 00:00:00",7076,
"2016-09-28 00:00:00",6920,
"2016-09-29 00:00:00",6960,
"2016-09-30 00:00:00",7208,
"2016-10-01 00:00:00",9317,
"2016-10-02 00:00:00",9418,
"2016-10-03 00:00:00",7596,
"2016-10-04 00:00:00",6761,
"2016-10-05 00:00:00",6597,
"2016-10-06 00:00:00",6781,
"2016-10-07 00:00:00",7474,
"2016-10-08 00:00:00",9696,
"2016-10-09 00:00:00",10445,
"2016-10-10 00:00:00",8884,
"2016-10-11 00:00:00",7725,
"2016-10-12 00:00:00",7796,
"2016-10-13 00:00:00",7622,
"2016-10-14 00:00:00",8360,
"2016-10-15 00:00:00",10485,
"2016-10-16 00:00:00",10521,
"2016-10-17 00:00:00",8560,
"2016-10-18 00:00:00",8133,
"2016-10-19 00:00:00",8237,
"2016-10-20 00:00:00",8534,
"2016-10-21 00:00:00",9932,
"2016-10-22 00:00:00",12594,
"2016-10-23 00:00:00",13377,
"2016-10-24 00:00:00",13376,
"2016-10-25 00:00:00",32409,
"2016-10-26 00:00:00",26588,
"2016-10-27 00:00:00",19916,
"2016-10-28 00:00:00",18334,
"2016-10-29 00:00:00",20997,
"2016-10-30 00:00:00",18895,
"2016-10-31 00:00:00",15173,
"2016-11-01 00:00:00",13397,
"2016-11-02 00:00:00",12781,
"2016-11-03 00:00:00",12323,
"2016-11-04 00:00:00",12247,
"2016-11-05 00:00:00",14833,
"2016-11-06 00:00:00",13988,
"2016-11-07 00:00:00",10875,
"2016-11-08 00:00:00",9606,
"2016-11-09 00:00:00",8707,
"2016-11-10 00:00:00",8393,
"2016-11-11 00:00:00",9912,
"2016-11-12 00:00:00",11299,
"2016-11-13 00:00:00",10586,
"2016-11-14 00:00:00",8482,
"2016-11-15 00:00:00",7603,
"2016-11-16 00:00:00",7124,
"2016-11-17 00:00:00",6944,
"2016-11-18 00:00:00",7160,
"2016-11-19 00:00:00",8976,
"2016-11-20 00:00:00",8735,
"2016-11-21 00:00:00",7039,
"2016-11-22 00:00:00",6790,
"2016-11-23 00:00:00",6438,
"2016-11-24 00:00:00",7439,
"2016-11-25 00:00:00",7954,
"2016-11-26 00:00:00",9414,
"2016-11-27 00:00:00",9016,
"2016-11-28 00:00:00",7091,
"2016-11-29 00:00:00",6733,
"2016-11-30 00:00:00",6353,
"2016-12-01 00:00:00",6250,
"2016-12-02 00:00:00",6704,
"2016-12-03 00:00:00",8429,
"2016-12-04 00:00:00",8118,
"2016-12-05 00:00:00",6431,
"2016-12-06 00:00:00",6087,
"2016-12-07 00:00:00",5888,
"2016-12-08 00:00:00",5591,
"2016-12-09 00:00:00",6397,
"2016-12-10 00:00:00",7766,
"2016-12-11 00:00:00",7692,
"2016-12-12 00:00:00",6120,
"2016-12-13 00:00:00",5696,
"2016-12-14 00:00:00",5511,
"2016-12-15 00:00:00",5509,
"2016-12-16 00:00:00",5762,
"2016-12-17 00:00:00",7261,
"2016-12-18 00:00:00",7019,
"2016-12-19 00:00:00",5876,
"2016-12-20 00:00:00",5802,
"2016-12-21 00:00:00",5838,
"2016-12-22 00:00:00",6001,
"2016-12-23 00:00:00",7441,
"2016-12-24 00:00:00",8910,
"2016-12-25 00:00:00",9410,
"2016-12-26 00:00:00",10684,
"2016-12-27 00:00:00",11027,
"2016-12-28 00:00:00",11485,
"2016-12-29 00:00:00",11854,
"2016-12-30 00:00:00",12093,
"2016-12-31 00:00:00",12158,
"2017-01-01 00:00:00",13587,
"2017-01-02 00:00:00",14564,
"2017-01-03 00:00:00",13088,
"2017-01-04 00:00:00",11789,
"2017-01-05 00:00:00",11703,
"2017-01-06 00:00:00",12186,
"2017-01-07 00:00:00",13797,
"2017-01-08 00:00:00",13464,
"2017-01-09 00:00:00",10265,
"2017-01-10 00:00:00",9887,
"2017-01-11 00:00:00",9498,
"2017-01-12 00:00:00",9446,
"2017-01-13 00:00:00",10127,
"2017-01-14 00:00:00",12660,
"2017-01-15 00:00:00",12612,
"2017-01-16 00:00:00",11119,
"2017-01-17 00:00:00",9466,
"2017-01-18 00:00:00",9244,
"2017-01-19 00:00:00",8970,
"2017-01-20 00:00:00",9836,
"2017-01-21 00:00:00",11848,
"2017-01-22 00:00:00",11938,
"2017-01-23 00:00:00",9596,
"2017-01-24 00:00:00",9223,
"2017-01-25 00:00:00",8982,
"2017-01-26 00:00:00",8644,
"2017-01-27 00:00:00",9219,
"2017-01-28 00:00:00",11100,
"2017-01-29 00:00:00",11531,
"2017-01-30 00:00:00",9317,
"2017-01-31 00:00:00",8563,
"2017-02-01 00:00:00",8268,
"2017-02-02 00:00:00",8419,
"2017-02-03 00:00:00",8619,
"2017-02-04 00:00:00",10781,
"2017-02-05 00:00:00",11064,
"2017-02-06 00:00:00",8491,
"2017-02-07 00:00:00",8157,
"2017-02-08 00:00:00",8189,
"2017-02-09 00:00:00",8104,
"2017-02-10 00:00:00",8113,
"2017-02-11 00:00:00",10403,
"2017-02-12 00:00:00",10379,
"2017-02-13 00:00:00",8017,
"2017-02-14 00:00:00",7032,
"2017-02-15 00:00:00",7182,
"2017-02-16 00:00:00",7406,
"2017-02-17 00:00:00",8179,
"2017-02-18 00:00:00",10316,
"2017-02-19 00:00:00",10055,
"2017-02-20 00:00:00",8372,
"2017-02-21 00:00:00",7300,
"2017-02-22 00:00:00",7422,
"2017-02-23 00:00:00",7126,
"2017-02-24 00:00:00",7784,
"2017-02-25 00:00:00",9484,
"2017-02-26 00:00:00",9323,
"2017-02-27 00:00:00",6919,
"2017-02-28 00:00:00",7168,
"2017-03-01 00:00:00",6555,
"2017-03-02 00:00:00",6447,
"2017-03-03 00:00:00",7348,
"2017-03-04 00:00:00",9454,
"2017-03-05 00:00:00",8929,
"2017-03-06 00:00:00",6788,
"2017-03-07 00:00:00",6374,
"2017-03-08 00:00:00",6457,
"2017-03-09 00:00:00",6370,
"2017-03-10 00:00:00",7367,
"2017-03-11 00:00:00",9456,
"2017-03-12 00:00:00",9436,
"2017-03-13 00:00:00",7265,
"2017-03-14 00:00:00",7588,
"2017-03-15 00:00:00",7326,
"2017-03-16 00:00:00",7096,
"2017-03-17 00:00:00",7891,
"2017-03-18 00:00:00",9982,
"2017-03-19 00:00:00",9835,
"2017-03-20 00:00:00",7529,
"2017-03-21 00:00:00",6100,
"2017-03-22 00:00:00",4089,
"2017-03-23 00:00:00",7524,
"2017-03-24 00:00:00",9337,
"2017-03-25 00:00:00",13661,
"2017-03-26 00:00:00",14759,
"2017-03-27 00:00:00",15806,
"2017-03-28 00:00:00",41919,
"2017-03-29 00:00:00",35262,
"2017-03-30 00:00:00",30578,
"2017-03-31 00:00:00",29593,
"2017-04-01 00:00:00",34999,
"2017-04-02 00:00:00",34323,
"2017-04-03 00:00:00",25540,
"2017-04-04 00:00:00",23175,
"2017-04-05 00:00:00",25033,
"2017-04-06 00:00:00",26622,
"2017-04-07 00:00:00",29825,
"2017-04-08 00:00:00",34237,
"2017-04-09 00:00:00",32506,
"2017-04-10 00:00:00",25882,
"2017-04-11 00:00:00",25067,
"2017-04-12 00:00:00",21924,
"2017-04-13 00:00:00",23438,
"2017-04-14 00:00:00",27468,
"2017-04-15 00:00:00",28067,
"2017-04-16 00:00:00",26275,
"2017-04-17 00:00:00",23829,
"2017-04-18 00:00:00",19487,
"2017-04-19 00:00:00",19192,
"2017-04-20 00:00:00",18069,
"2017-04-21 00:00:00",20557,
"2017-04-22 00:00:00",24499,
"2017-04-23 00:00:00",23571,
"2017-04-24 00:00:00",17235,
"2017-04-25 00:00:00",16346,
"2017-04-26 00:00:00",15466,
"2017-04-27 00:00:00",14853,
"2017-04-28 00:00:00",16871,
"2017-04-29 00:00:00",20005,
"2017-04-30 00:00:00",19709,
"2017-05-01 00:00:00",17857,
"2017-05-02 00:00:00",14661,
"2017-05-03 00:00:00",14149,
"2017-05-04 00:00:00",13978,
"2017-05-05 00:00:00",14916,
"2017-05-06 00:00:00",18016,
"2017-05-07 00:00:00",17161,
"2017-05-08 00:00:00",13675,
"2017-05-09 00:00:00",12646,
"2017-05-10 00:00:00",11894,
"2017-05-11 00:00:00",11903,
"2017-05-12 00:00:00",13430,
"2017-05-13 00:00:00",18543,
"2017-05-14 00:00:00",18777,
"2017-05-15 00:00:00",14840,
"2017-05-16 00:00:00",14397,
"2017-05-17 00:00:00",14051,
"2017-05-18 00:00:00",13390,
"2017-05-19 00:00:00",14750,
"2017-05-20 00:00:00",17126,
"2017-05-21 00:00:00",16075,
"2017-05-22 00:00:00",12243,
"2017-05-23 00:00:00",11885,
"2017-05-24 00:00:00",11372,
"2017-05-25 00:00:00",11761,
"2017-05-26 00:00:00",11727,
"2017-05-27 00:00:00",13950,
"2017-05-28 00:00:00",13900,
"2017-05-29 00:00:00",12093,
"2017-05-30 00:00:00",10113,
"2017-05-31 00:00:00",9663,
"2017-06-01 00:00:00",9533,
"2017-06-02 00:00:00",10403,
"2017-06-03 00:00:00",12371,
"2017-06-04 00:00:00",12255,
"2017-06-05 00:00:00",10937,
"2017-06-06 00:00:00",9348,
"2017-06-07 00:00:00",9047,
"2017-06-08 00:00:00",8848,
"2017-06-09 00:00:00",9387,
"2017-06-10 00:00:00",10991,
"2017-06-11 00:00:00",10878,
"2017-06-12 00:00:00",8407,
"2017-06-13 00:00:00",8102,
"2017-06-14 00:00:00",8008,
"2017-06-15 00:00:00",8633,
"2017-06-16 00:00:00",8943,
"2017-06-17 00:00:00",10230,
"2017-06-18 00:00:00",9732,
"2017-06-19 00:00:00",7798,
"2017-06-20 00:00:00",7810,
"2017-06-21 00:00:00",7570,
"2017-06-22 00:00:00",7667,
"2017-06-23 00:00:00",10369,
"2017-06-24 00:00:00",13431,
"2017-06-25 00:00:00",14550,
"2017-06-26 00:00:00",12443,
"2017-06-27 00:00:00",13028,
"2017-06-28 00:00:00",13152,
"2017-06-29 00:00:00",13063,
"2017-06-30 00:00:00",14192,
"2017-07-01 00:00:00",15802,
"2017-07-02 00:00:00",16088,
"2017-07-03 00:00:00",13807,
"2017-07-04 00:00:00",14307,
"2017-07-05 00:00:00",14467,
"2017-07-06 00:00:00",13041,
"2017-07-07 00:00:00",14824,
"2017-07-08 00:00:00",15653,
"2017-07-09 00:00:00",15717,
"2017-07-10 00:00:00",13382,
"2017-07-11 00:00:00",13195,
"2017-07-12 00:00:00",12658,
"2017-07-13 00:00:00",12264,
"2017-07-14 00:00:00",12755,
"2017-07-15 00:00:00",13853,
"2017-07-16 00:00:00",14063,
"2017-07-17 00:00:00",11752,
"2017-07-18 00:00:00",11389,
"2017-07-19 00:00:00",11085,
"2017-07-20 00:00:00",11110,
"2017-07-21 00:00:00",11380,
"2017-07-22 00:00:00",12528,
"2017-07-23 00:00:00",12662,
"2017-07-24 00:00:00",11050,
"2017-07-25 00:00:00",11090,
"2017-07-26 00:00:00",10519,
"2017-07-27 00:00:00",10556,
"2017-07-28 00:00:00",10616,
"2017-07-29 00:00:00",11724,
"2017-07-30 00:00:00",11898,
"2017-07-31 00:00:00",10011,
"2017-08-01 00:00:00",10277,
"2017-08-02 00:00:00",9999,
"2017-08-03 00:00:00",9817,
"2017-08-04 00:00:00",10023,
"2017-08-05 00:00:00",10979,
"2017-08-06 00:00:00",10986,
"2017-08-07 00:00:00",9323,
"2017-08-08 00:00:00",9062,
"2017-08-09 00:00:00",8652,
"2017-08-10 00:00:00",8619,
"2017-08-11 00:00:00",8529,
"2017-08-12 00:00:00",9554,
"2017-08-13 00:00:00",9803,
"2017-08-14 00:00:00",8242,
"2017-08-15 00:00:00",8343,
"2017-08-16 00:00:00",8063,
"2017-08-17 00:00:00",8006,
"2017-08-18 00:00:00",8294,
"2017-08-19 00:00:00",9171,
"2017-08-20 00:00:00",9360,
"2017-08-21 00:00:00",7764,
"2017-08-22 00:00:00",7536,
"2017-08-23 00:00:00",7460,
"2017-08-24 00:00:00",7323,
"2017-08-25 00:00:00",8069,
"2017-08-26 00:00:00",9151,
"2017-08-27 00:00:00",9273,
"2017-08-28 00:00:00",7496,
"2017-08-29 00:00:00",7150,
"2017-08-30 00:00:00",7050,
"2017-08-31 00:00:00",7039,
"2017-09-01 00:00:00",7556,
"2017-09-02 00:00:00",8879,
"2017-09-03 00:00:00",8945,
"2017-09-04 00:00:00",7679,
"2017-09-05 00:00:00",6707,
"2017-09-06 00:00:00",6768,
"2017-09-07 00:00:00",6915,
"2017-09-08 00:00:00",7397,
"2017-09-09 00:00:00",8983,
"2017-09-10 00:00:00",9163,
"2017-09-11 00:00:00",6765,
"2017-09-12 00:00:00",6781,
"2017-09-13 00:00:00",6681,
"2017-09-14 00:00:00",6691,
"2017-09-15 00:00:00",9654,
"2017-09-16 00:00:00",12897,
"2017-09-17 00:00:00",13806,
"2017-09-18 00:00:00",10992,
"2017-09-19 00:00:00",10686,
"2017-09-20 00:00:00",10385,
"2017-09-21 00:00:00",10109,
"2017-09-22 00:00:00",11151,
"2017-09-23 00:00:00",12962,
"2017-09-24 00:00:00",12481,
"2017-09-25 00:00:00",9274,
"2017-09-26 00:00:00",8850,
"2017-09-27 00:00:00",8985,
"2017-09-28 00:00:00",8890,
"2017-09-29 00:00:00",9511,
"2017-09-30 00:00:00",11773,
"2017-10-01 00:00:00",11517,
"2017-10-02 00:00:00",9023,
"2017-10-03 00:00:00",8896,
"2017-10-04 00:00:00",8140,
"2017-10-05 00:00:00",8112,
"2017-10-06 00:00:00",8874,
"2017-10-07 00:00:00",10721,
"2017-10-08 00:00:00",10904,
"2017-10-09 00:00:00",8145,
"2017-10-10 00:00:00",7565,
"2017-10-11 00:00:00",7273,
"2017-10-12 00:00:00",7451,
"2017-10-13 00:00:00",8274,
"2017-10-14 00:00:00",9858,
"2017-10-15 00:00:00",9322,
"2017-10-16 00:00:00",6947,
"2017-10-17 00:00:00",6885,
"2017-10-18 00:00:00",6662,
"2017-10-19 00:00:00",6566,
"2017-10-20 00:00:00",7765,
"2017-10-21 00:00:00",9539,
"2017-10-22 00:00:00",9088,
"2017-10-23 00:00:00",6813,
"2017-10-24 00:00:00",6696,
"2017-10-25 00:00:00",6386,
"2017-10-26 00:00:00",6348,
"2017-10-27 00:00:00",7022,
"2017-10-28 00:00:00",8216,
"2017-10-29 00:00:00",7629,
"2017-10-30 00:00:00",5870,
"2017-10-31 00:00:00",5955,
"2017-11-01 00:00:00",6005,
"2017-11-02 00:00:00",5860,
"2017-11-03 00:00:00",6673,
"2017-11-04 00:00:00",7929,
"2017-11-05 00:00:00",7428,
"2017-11-06 00:00:00",5455,
"2017-11-07 00:00:00",5107,
"2017-11-08 00:00:00",5054,
"2017-11-09 00:00:00",5080,
"2017-11-10 00:00:00",5939,
"2017-11-11 00:00:00",7329,
"2017-11-12 00:00:00",7026,
"2017-11-13 00:00:00",5064,
"2017-11-14 00:00:00",4883,
"2017-11-15 00:00:00",5202,
"2017-11-16 00:00:00",5099,
"2017-11-17 00:00:00",5741,
"2017-11-18 00:00:00",7103,
"2017-11-19 00:00:00",6877,
"2017-11-20 00:00:00",5110,
"2017-11-21 00:00:00",5144,
"2017-11-22 00:00:00",5425,
"2017-11-23 00:00:00",7396,
"2017-11-24 00:00:00",8864,
"2017-11-25 00:00:00",11135,
"2017-11-26 00:00:00",11274,
"2017-11-27 00:00:00",9019,
"2017-11-28 00:00:00",9102,
"2017-11-29 00:00:00",9168,
"2017-11-30 00:00:00",9056,
"2017-12-01 00:00:00",9900,
"2017-12-02 00:00:00",11915,
"2017-12-03 00:00:00",11364,
"2017-12-04 00:00:00",8403,
"2017-12-05 00:00:00",8354,
"2017-12-06 00:00:00",8382,
"2017-12-07 00:00:00",8250,
"2017-12-08 00:00:00",9060,
"2017-12-09 00:00:00",10507,
"2017-12-10 00:00:00",10097,
"2017-12-11 00:00:00",7317,
"2017-12-12 00:00:00",7166,
"2017-12-13 00:00:00",6974,
"2017-12-14 00:00:00",7048,
"2017-12-15 00:00:00",7781,
"2017-12-16 00:00:00",9851,
"2017-12-17 00:00:00",9437,
"2017-12-18 00:00:00",7290,
"2017-12-19 00:00:00",7327,
"2017-12-20 00:00:00",7328,
"2017-12-21 00:00:00",7635,
"2017-12-22 00:00:00",11175,
"2017-12-23 00:00:00",14723,
"2017-12-24 00:00:00",15353,
"2017-12-25 00:00:00",15274,
"2017-12-26 00:00:00",17121,
"2017-12-27 00:00:00",18069,
"2017-12-28 00:00:00",18950,
"2017-12-29 00:00:00",20447,
"2017-12-30 00:00:00",21273,
"2017-12-31 00:00:00",20694,
"2018-01-01 00:00:00",19994,
"2018-01-02 00:00:00",20238,
"2018-01-03 00:00:00",20680,
"2018-01-04 00:00:00",20955,
"2018-01-05 00:00:00",22152,
"2018-01-06 00:00:00",23617,
"2018-01-07 00:00:00",22322,
"2018-01-08 00:00:00",17287,
"2018-01-09 00:00:00",16483,
"2018-01-10 00:00:00",15725,
"2018-01-11 00:00:00",15398,
"2018-01-12 00:00:00",17428,
"2018-01-13 00:00:00",21318,
"2018-01-14 00:00:00",20297,
"2018-01-15 00:00:00",17071,
"2018-01-16 00:00:00",15122,
"2018-01-17 00:00:00",14819,
"2018-01-18 00:00:00",14488,
"2018-01-19 00:00:00",16328,
"2018-01-20 00:00:00",19783,
"2018-01-21 00:00:00",19487,
"2018-01-22 00:00:00",14235,
"2018-01-23 00:00:00",14243,
"2018-01-24 00:00:00",13413,
"2018-01-25 00:00:00",13660,
"2018-01-26 00:00:00",14461,
"2018-01-27 00:00:00",17494,
"2018-01-28 00:00:00",17248,
"2018-01-29 00:00:00",12522,
